TSNE1,TSNE2,KMeans_Cluster
19.259321,23.488005,1
-53.04823,31.416798,0
46.713043,-26.542027,1
-20.086159,38.326656,0
32.27115,28.929684,1
35.49609,26.727287,1
-46.868027,28.060675,0
18.557358,-7.631964,1
-40.4781,-6.145422,0
36.343132,21.601912,1
-0.5683837,-44.56633,0
-40.116447,-5.126958,0
-10.434795,-28.455225,0
26.014315,24.49195,1
-2.8807766,5.730396,0
52.606865,-0.56495804,1
-9.300081,39.91727,0
48.24673,18.050255,1
-43.17256,29.58066,0
-12.334085,-21.284168,0
-1.3338163,9.411392,0
16.150415,1.9537876,1
-33.82041,-14.775979,0
17.993269,-7.848826,1
44.05186,-20.851027,1
-37.228283,-36.256676,0
-34.605907,-2.320477,0
-48.926693,34.80043,0
-35.87257,-1.9473171,0
9.925705,6.7709246,1
-45.224476,16.382683,0
57.266502,21.215523,1
1.5155187,3.8169684,1
57.189182,10.785332,1
20.389389,17.768175,1
-54.89379,37.50588,0
-28.106272,-41.478405,0
55.360657,9.910109,1
-6.0603065,-29.68784,0
-26.550434,0.34050116,0
36.42508,-33.24556,1
2.4254427,5.707651,1
-19.28368,50.969566,0
-24.40142,-30.138634,0
-4.878995,-20.904148,0
-24.245607,37.15464,0
-26.46373,-30.549353,0
-37.676975,26.383188,0
-37.147236,40.53766,0
-7.6525435,-40.895603,0
16.184435,30.742403,1
45.421303,9.22615,1
-25.652153,-26.002167,0
-54.307983,41.55108,0
-17.264603,34.564842,0
-12.63518,-28.836525,0
-37.6325,29.536798,0
50.55688,12.710611,1
-25.219864,-12.288712,0
-19.283674,50.969513,0
-31.495075,-29.616571,0
-33.33778,-17.704891,0
-36.813717,34.93262,0
-17.817001,-30.181778,0
12.943519,28.080492,1
-4.7078805,-11.655015,0
20.633,14.06212,1
-4.635982,-8.623889,0
2.2027447,1.0110724,0
55.270275,1.5873581,1
-32.741592,-14.2841625,0
-23.097847,-7.1090255,0
23.481272,-6.0756884,1
64.12599,18.347565,1
63.012177,17.145773,1
-48.892704,30.126913,0
13.349312,29.52982,1
48.454117,21.440388,1
15.169911,-2.2798553,1
22.663855,-6.402416,1
12.982394,28.789856,1
53.47668,13.002277,1
45.11811,-17.103355,1
-8.971602,13.408042,0
-0.3794833,23.448996,1
-6.668118,-13.489025,0
-28.320349,-11.93953,0
-2.915185,22.688192,1
-0.26855406,-30.252357,0
-34.89282,-11.703367,0
-12.386047,-31.838966,0
22.711594,21.717295,1
30.983326,17.067127,1
65.47037,5.1638184,1
36.425022,-33.24573,1
-15.561059,-29.01039,0
50.366844,-16.423351,1
-53.509384,27.687826,0
-10.005006,-40.074955,0
51.30705,6.899663,1
22.105814,27.457865,1
-30.231295,41.225334,0
-8.696651,-46.491776,0
-0.57272047,21.762674,1
-17.898945,50.919853,0
-36.0538,36.416214,0
-25.43819,-3.942969,0
16.904083,20.586344,1
-8.971633,13.407498,0
12.572965,2.7904546,1
-5.4627943,-49.40002,0
-21.100033,43.565998,0
18.343237,18.791597,1
-31.704905,25.175383,0
-35.133537,-38.941032,0
-42.96395,27.254026,0
0.5376256,10.359977,0
48.291805,-24.073734,1
-38.14296,30.348118,0
54.125,-20.02334,1
-40.759,-31.071507,0
-53.141693,30.415218,0
-28.98448,-5.394805,0
36.913754,-27.409035,1
-31.479147,-34.507126,0
-14.1995535,9.916759,0
0.2703101,-7.150383,1
57.95892,13.701078,1
-36.99193,-12.885607,0
-54.53316,41.351307,0
26.974947,21.918753,1
-10.577034,40.780674,0
-7.653162,41.162453,0
3.540936,0.35286927,1
57.529873,-22.987764,1
-36.525917,24.081594,0
-28.519072,5.2274323,0
33.945793,-6.5084076,1
-7.9845824,-52.577152,0
-25.156424,11.526766,0
-28.043356,-40.435947,0
24.144299,3.6364548,1
-14.666709,49.88356,0
67.8897,1.3719739,1
15.613526,-8.530887,1
-24.121517,39.097935,0
